day,L1,L2,L3,L4,L5,L6,L7,L8,L9,L10,L11,L12,L13,L14,L15,L16,L17,L18,L19,L20,L21,L22,L23,L24,L25,L26,L27,L28,L29,L30,L31,L32,L33,L34,L35,L36,L37,L38,L39,L40,L41,L42,L43,L44,L45,L46,L47,L48,L49,L50,L51,L52,L53,L54,L55,L56,L57,L58,L59,L60,L61,L62,L63,L64,L65,L66,L67,L68,L69,L70,L71,L72,L73,L74,L75,L76,L77,L78,L79,L80,L81,L82,L83,L84,L85,L86,L87,L88,L89,L90,L91,L92,L93,L94,L95,L96,L97,L98,L99,L100
2681,19016911.8000,24767017.9200,25469427.6000,31780782.0000,7164369.6480,38507230.0800,26216199.0000,11502919.4400,28818604.8000,12773753.6400,54793206.0000,53562211.2000,0.0000,48287800.8000,4491145.2564,42813860.4000,24488867.7072,28969709.5800,21461266.8000,21961861.2000,16954494.8904,21358035.9007,2847300.7500,6974064.9720,706039.9560,44101137.6000,2839784.1120,2242684.5732,1501127.6400,43602638.4000,4962.4065,10895402.1600,8161616.1960,12677252.1300,11764069.5600,12838457.5200,4873985.3700,8997858.0000,7551453.5640,39739071.9600,9803616.4800,19386475.2000,0.0000,23368554.3600,12962199.6000,26877571.2000,7892181.3600,4053677.7600,3551781.4920,34523004.9960,9666740.5200,36784268.0460,17679538.8000,6255133.4520,3223869.8400,25389742.4856,5068309.3200,31460557.3200,5219943.1200,6933095.2188,6592523.4000,31867588.8000,5471113.3200,29789449.9200,17030020.3200,19451349.3600,5743602.0000,33895122.4800,11101900.6800,63658259.2800,11202266.0880,63798444.0000,0.0000,655557912.0000,352207512.0000,118030014.0000,368771760.0000,0.0000,317750364.0000,0.0000,414667332.0000,96945768.0000,21264.9519,401446296.0000,0.0000,253975212.0000,0.0000,253847664.0000,61925526.0000,10930996.9440,4141620720.0000,4089402360.0000,22140727.2000,0.0000,1737325.8000,0.0000,7886392.9200,0.0000,1230454.8000,0.0000
2682,35770413.6000,5083391.6532,6628752.0000,40130971.2000,5694930.1368,12126965.7960,2637098.5320,32090112.0000,7858127.9340,30927888.7200,83752963.2000,30938601.6000,0.0000,30471786.0000,442212.8796,55318924.8000,46984854.6000,10473799.1040,30474010.8000,15143517.7200,35462961.3600,1185117.5336,5300486.7840,3545247.0589,208670.7240,40669355.5200,5971377.2400,2263114.3284,2428760.5920,35004095.2800,93394.3190,10812156.9480,18148183.9200,558012.2400,21817387.8000,1568476.2960,9112612.7160,1140675.4080,13798980.7560,19473828.0300,5768312.4360,20741266.4400,0.0000,26273688.4800,25255742.6520,3995684.7840,6513696.7200,2269159.2468,10202195.9700,11867794.4304,22350597.1740,7506629.6832,12643529.4000,6223928.9400,11948297.1120,7379453.8951,15702271.3440,7613454.1680,7530093.9720,779747.2992,18793717.9200,7573467.1680,16765732.8000,7185616.0920,11877267.2400,13434334.9200,17440441.2000,7871758.4880,33959080.8000,14901125.9400,33898917.7440,14925279.9600,0.0000,497918088.0000,281965572.0000,123756228.0000,356924628.0000,0.0000,288468972.0000,0.0000,493412544.0000,205822044.0000,0.0000,293791788.0000,0.0000,206297640.0000,0.0000,207456084.0000,81670212.0000,13952110.3812,3477843000.0000,3478399920.0000,24615716.4000,0.0000,1770558.8400,0.0000,6938155.4400,0.0000,1239153.1200,0.0000
2683,59912244.0000,17942182.8372,25391193.8400,72112910.4000,14634772.5600,23119601.5440,15928775.6400,58808260.8000,18983628.0000,57061576.8000,155383020.0000,57161800.8000,0.0000,70445026.8000,1114.5708,112480506.0000,103697215.2000,41841015.5160,55026306.0000,23197729.3200,55975793.7600,2375590.5589,10516058.6400,5794641.7128,90330.7536,84369812.4000,7827594.8400,7706476.6920,1135765.5804,83022483.6000,3131351.8560,5784118.7040,24580271.9880,623145.2760,34509715.2000,6562851.2028,8073704.5776,3379333.1256,10544239.1880,53015371.5600,22585612.3200,41733216.0000,0.0000,25198811.6400,28837272.7440,10913466.2400,13535771.0400,4491147.9600,5355916.2720,41959356.2856,13138862.1858,21682880.6400,28910329.2000,4684031.7480,5534942.1984,21320481.3840,6035962.4784,24447788.5716,11162654.2080,2553076.8792,10633946.0760,19615594.8060,7197999.4368,21912862.3200,13473209.5200,17590224.6000,8302012.6320,21942034.6680,15214472.4960,43640703.3600,15360817.1796,43801895.2860,0.0000,566508168.0000,284573376.0000,77337882.0000,331100676.0000,0.0000,268744356.0000,0.0000,451842696.0000,183268411.2000,10461325.3200,256878000.0000,0.0000,319599792.0000,0.0000,319297392.0000,69113595.6000,6785096.9400,3185102880.0000,3158984160.0000,23814349.2000,0.0000,1907937.7200,0.0000,7507837.8000,0.0000,1271527.2000,0.0000
2684,43779632.4000,7083766.5120,9806423.5170,44117092.8000,21070054.0800,6283206.4248,6411925.5804,49025480.4000,2502108.7272,28152902.8800,114222189.6000,26027268.6600,3736307.5560,34844653.5120,2270293.4952,52688249.6400,97451629.2000,13930130.2320,28247796.0000,19205798.4000,65066731.2000,110637.1080,21887866.8000,307561.2408,2937234.2400,39489640.3080,7124594.4000,5803138.8000,8755846.6680,27753483.8394,9726789.2400,625243.3215,34910510.4000,0.0000,33615752.4000,657030.8858,19291996.8000,0.0000,40794721.2000,4792839.0948,5481682.0200,43346469.6000,0.0000,24020029.4400,56022224.4000,0.0000,6179670.7200,6470834.3640,39357280.8000,0.0000,62840210.4000,0.0000,13901209.2000,18606697.2000,38703020.4000,0.0000,50048902.8000,0.0000,14259888.0000,165113.4420,55009450.8000,0.0000,53057851.2000,0.0000,27344613.6000,29607300.0000,53728250.4000,0.0000,107277382.8000,0.0000,107637649.2000,0.0000,0.0000,724188240.0000,509910120.0000,3890873.8188,331862544.0000,0.0000,278155548.0000,0.0000,511961256.0000,229863981.6000,18354080.1600,325496304.0000,0.0000,410396580.0000,50659.9200,407111220.0000,74695924.8000,18017985.9600,3555889560.0000,3728362320.0000,21304512.0000,0.0000,1794507.1200,0.0000,7705993.3200,0.0000,1301058.0000,0.0000
2685,47917515.6000,20760649.1370,35662587.4800,55864656.0000,71685234.0000,35161066.8000,9682109.2080,62472535.2000,9163221.3792,51657386.4000,47459703.6000,68862935.1600,89584740.0000,0.0000,56210709.6000,7854520.3200,32637868.5679,25628655.9240,27190764.0000,53215794.0000,27245948.0400,32928264.0648,15988494.9600,2163130.0560,35765181.7200,12563199.8950,521066.2032,10881453.2040,48909362.4000,6502337.6760,8288187.9480,3155144.7240,13167022.3783,11925140.0400,9121608.6804,26083222.9200,9616592.8800,7604661.0240,65484183.6000,12512026.8000,9562631.0400,38996204.4000,0.0000,24654331.4400,32675448.9960,17530775.2800,3844269.1080,15681341.1600,48426814.0800,7422798.0600,44834990.1840,19599241.2120,10844226.0000,21229545.9600,36756845.4528,6673387.1760,39397308.2640,13519461.6000,6700729.7952,7827934.3920,41801356.4486,13475696.4000,40442394.4200,12527175.6000,27197283.2400,29842562.1600,39871040.7960,14890683.6000,79761946.4640,27444924.0000,79306378.3440,27430934.1120,0.0000,683341092.0000,373682340.0000,112028274.0000,465599988.0000,0.0000,335337444.0000,0.0000,568224432.0000,237711888.0000,2694478.6800,554267916.0000,0.0000,140657374.8000,14421400.2360,159520521.6000,131269014.0000,4741258.6800,4237678800.0000,4205447640.0000,23072803.2000,0.0000,1717369.9200,0.0000,7225231.6800,0.0000,1299699.3600,0.0000
2686,5708588.8680,40594964.4000,35642534.4000,10977081.4800,30713889.6000,11401838.2800,9934590.6000,14248242.0000,11592040.1040,16103599.2000,22945938.4800,95713768.8000,48653982.0000,0.0000,40670172.0000,2018808.5436,2451683.7000,56376288.0000,18157395.6000,42143317.2000,1415958.1619,57139120.8000,5427544.6080,6693199.3800,22647420.0000,11766913.2360,1822952.3976,7480611.0000,23034010.3200,20451385.8000,9364559.7600,498116.0880,711801.6606,24120764.2800,229227.2316,39459762.0000,764790.6276,14896669.6800,29412532.8000,22045444.5672,2395026.5364,34254720.0000,0.0000,25223571.0000,4231847.8800,32978240.5680,2218126.5864,11944429.2000,10469628.5130,14638188.3120,5047873.1640,35916021.5040,9778150.4400,8657118.3600,7126527.6936,11853132.1560,4323043.0440,24050715.4800,866552.9375,12441374.6400,5380672.9032,22440955.4640,4817080.0800,20667174.2496,11698111.8000,15656576.0400,4611414.6000,25787776.6800,9347491.4400,46348794.0000,9357458.6160,46340539.2000,0.0000,395808408.0000,178883784.0000,184545756.0000,365040936.0000,0.0000,337119156.0000,0.0000,439080984.0000,101519816.4000,19804345.7760,219847377.6000,0.0000,195220238.4000,11367577.7280,206361288.0000,42486159.6000,14283300.2400,2946811680.0000,2915986320.0000,23732560.8000,0.0000,1885087.4400,0.0000,6355144.0800,0.0000,1284572.1600,0.0000
2687,7358579.4564,24742497.6000,23114358.0000,19436903.1104,9860334.2618,19901770.2000,17110413.7200,15698992.3200,18839555.3520,19668889.6452,25325597.3611,53605440.0000,10728450.7200,21462808.3200,10116629.1072,28916593.9200,13034831.8291,47235513.6000,15525968.4000,16812252.7200,1874315.8296,38916435.6000,4457279.7720,6032867.9760,4891373.4564,30281580.0000,1358058.6216,3612458.0520,6576530.1120,35595943.9200,2919157.3750,3904850.9880,141599.5020,17027957.0520,1179233.6368,25473265.9200,187487.2080,10138497.6024,7817962.8600,34175935.2240,7783691.3280,27573458.4000,0.0000,23776384.6800,2521703.7468,28363025.4840,5427113.7384,7896878.2800,3561378.8400,34922091.3120,3431129.2164,40756383.5724,15738645.9600,6058117.2384,2928125.9160,27061804.4400,3100988.5200,34936308.3600,1138670.8920,7646135.7197,3593036.1600,35529065.2800,3230037.0000,33708020.0400,17898303.9600,19741477.6800,3394142.6400,37736899.2000,6510935.8800,71578679.7600,6445737.7200,71666809.2000,134667.3240,553451148.0000,227408940.0000,149488884.0000,408039948.0000,0.0000,392606352.0000,0.0000,679675284.0000,288533556.0000,0.0000,423251496.0000,15739688.1600,147904413.2280,43201958.7600,176217350.4000,51209398.8000,36848923.2000,3497434560.0000,3410473680.0000,22324406.4000,0.0000,1853208.0000,0.0000,6102002.5200,0.0000,1237822.2000,0.0000
2688,33843643.2000,8634978.7272,13556028.2400,43351668.0000,4515207.3504,20809103.0400,9166442.4000,28639288.8000,18198001.8000,36247982.4000,85983195.6000,34986188.5200,0.0000,45556426.8000,1134889.5924,67471668.0000,46401616.8000,20472242.4000,37507118.4000,14102256.2400,22218826.2840,5163627.6000,9784037.1600,1699767.8280,149150.0916,44566235.6400,4139795.9160,2782408.7160,2122154.8920,37306153.8720,2560078.5840,6720003.8381,11592342.5760,4125056.7240,14860251.3600,4242889.3248,6728412.3480,3189611.2320,16259762.8944,28864190.0592,10221672.9240,26434677.6000,0.0000,21349787.0400,20904228.9504,12563046.9000,7339141.8000,4935448.7640,13999561.9200,24798076.7760,20636637.1200,20135791.4040,16009589.5200,8440096.6800,13242025.4292,16896455.7660,15210272.1600,18376530.8400,6318770.2200,2770528.9597,18382941.0000,18630056.9160,16365898.0800,17646368.2560,16783938.7200,18771655.6800,16831658.9376,19177697.0520,33012148.3200,36739630.5120,33140093.2920,36955331.6400,9207266.4000,303768432.0000,145152864.0000,289852884.0000,433414404.0000,0.0000,386307828.0000,0.0000,605676636.0000,220462740.0000,15692580.2160,402732252.0000,89938418.4000,4867.7868,121260844.8000,32735826.0000,64502503.2000,18272790.0000,3615802200.0000,3589558920.0000,19776866.4000,0.0000,1778333.7600,0.0000,5882432.0400,0.0000,1198865.8800,0.0000
2689,21968163.3600,25734996.6876,24138156.9600,46039924.8000,3038644.3824,22524741.0000,10108005.4800,29395080.7200,28245283.2000,49348926.0000,65607424.5600,67369248.0000,0.0000,36890388.0000,7947133.2000,72744876.0000,19411332.3720,43413054.1200,33152979.6000,19160139.6000,11593863.5796,26306279.2800,2709260.9676,16634192.5080,34957.3032,55662102.0000,3572772.8400,2215146.6000,817763.4180,51577192.8000,0.0000,23721994.8000,1309010.1480,17311803.6096,10885111.9920,9779861.8692,919673.6400,9396030.4398,1454046.9840,48297643.2000,17267626.0800,13094294.4000,0.0000,20537154.7200,747516.6000,33848736.1200,9993936.6000,2131093.0800,64091.8404,39718680.4800,0.0000,41429149.2000,15823395.0000,7829835.2280,0.0000,31472362.8000,0.0000,33964059.6000,865632.1680,8224948.8000,0.0000,38433121.2000,0.0000,33247443.6000,16731869.4000,17404798.3200,0.0000,39012562.8000,0.0000,72325537.2000,0.0000,72398228.4000,45308732.4000,246465756.0000,96285902.4000,368943696.0000,399247236.0000,0.0000,400889772.0000,0.0000,615664692.0000,215914896.0000,44433817.2000,253817172.0000,38067000.1560,32601961.6920,53765914.6800,49841923.6800,29537118.0000,32130698.4000,3382656120.0000,3285491400.0000,18935859.6000,0.0000,1583474.0400,0.0000,6016698.7200,0.0000,1170073.4400,0.0000
2690,31082272.9128,63235486.8000,41995886.4000,19033265.5200,22226979.9600,22639356.7200,28674100.8000,14741818.2720,49924976.4000,35451092.8440,66478366.8000,106233008.4000,5342262.1200,7154750.9520,45883328.4000,39214953.0720,71575610.4000,145432980.0000,44640759.6000,16925637.6000,22714998.4080,75488533.2000,875888.5212,26841387.1932,53283893.0400,23848714.2240,14982283.0800,4576.6440,51144928.2000,26731465.9200,0.0000,42144019.2000,770249.8908,34082254.4400,12636124.5960,19505975.4000,6138351.0000,10722878.2800,24038980.5600,32759266.8312,36456062.4000,9336755.5200,0.0000,19032012.7200,10810180.4400,43084373.7600,5282894.5200,12967745.4000,13971851.5320,34126127.5968,16960684.1868,45796721.8320,17085756.2400,22979214.0000,6232301.6400,35885956.3211,12767991.0840,39487953.8376,5544739.4400,8819278.5240,10613525.0400,45224918.7689,12123685.7280,40078400.0400,27908934.4800,26829989.2800,11709862.4880,45491631.4800,24079109.9760,85614424.8008,24323807.8800,85670285.4000,204540120.0000,161308764.0000,73598166.0000,578617920.0000,404919396.0000,0.0000,468895536.0000,0.0000,820628712.0000,348840360.0000,39292709.0400,364910400.0000,374474530.8000,473264.3124,406040508.0000,29278620.0000,26352670.6800,88164939.6000,4953324960.0000,4941770400.0000,18231836.4000,0.0000,1469247.1200,0.0000,6810162.8400,0.0000,1230687.3600,0.0000
2691,53007948.0000,58295934.0000,44386934.4000,38830182.8400,31060501.5600,10465764.8220,19319629.6800,29107069.2000,31942188.0000,26680185.0000,95810630.4000,103549770.0000,28103154.4800,796444.8656,51809983.2000,14232139.9200,90301626.0000,117372657.6000,42127714.8000,19089838.8000,42730619.7600,48243884.4000,1673115.7428,20307922.3224,70902064.8000,6468228.9720,24854410.8000,0.0000,78501808.8000,14322179.1600,0.0000,38053832.4000,6312978.1440,8615351.6280,31135194.7200,7931202.4800,19342995.8400,115961.4000,58023207.0000,812007.2160,32701460.4000,18828734.4000,0.0000,20473119.7200,40473897.4800,3458903.5040,3873026.2680,22496263.2000,42168871.4400,520068.0319,59685476.4000,0.0000,5346871.5600,26119267.2000,24734458.8000,674908.4592,45398023.2000,0.0000,15291784.8000,13.2038,40946112.0000,0.0000,43740900.0000,0.0000,24806426.4000,22823178.8400,43381238.4000,0.0000,87174273.6000,0.0000,87192381.6000,0.0000,232843284.0000,202702464.0000,107847280.8000,625305456.0000,574568496.0000,0.0000,504189432.0000,0.0000,827164800.0000,322770024.0000,20519502.8400,568318536.0000,577928520.0000,0.0000,589932828.0000,12066254.9964,96462288.0000,25946092.8000,6845651640.0000,6933683880.0000,18259416.0000,0.0000,1466697.2400,0.0000,6981847.9200,0.0000,1325583.3600,0.0000
2692,110787422.4000,47896257.6000,53695587.6000,97935242.4000,74333757.6000,19392279.1200,14245637.7600,98489160.0000,8250933.8520,74379888.0000,141190488.0000,99124923.6000,87418332.0000,0.0000,39770851.6800,11978907.6348,99876232.8000,98105630.4000,60348016.8000,14255840.1600,40673372.4000,34858054.8000,6065618.3640,7467093.1800,78320876.4000,611472.9348,19820210.4000,0.0000,102892957.2000,8164553.7600,0.0000,35870983.2000,7396334.2080,5385750.5880,35637112.8000,11362020.4800,20600136.3600,0.0000,85770036.0000,0.0000,43763986.8000,30518701.2000,0.0000,22138524.7200,47101194.0000,3510261.0360,5150893.6800,26097656.4000,64632391.2000,0.0000,67988865.6000,0.0000,7335292.3200,32275720.8000,38793358.8000,79952.2920,55184616.0000,0.0000,12424959.3600,176036.4748,50129208.0000,0.0000,53069832.0000,0.0000,29688256.8000,27788247.0000,51742044.0000,0.0000,104807120.4000,0.0000,104824933.2000,0.0000,320934816.0000,130691700.0000,43534208.8800,718105140.0000,589791492.0000,0.0000,531820548.0000,0.0000,694867392.0000,162798228.0000,41094205.2000,447237108.0000,597370284.0000,0.0000,598058316.0000,72506.9578,87310875.6000,29135570.4000,7839916920.0000,7951698360.0000,20803474.8000,0.0000,1386650.1600,0.0000,6490678.6800,0.0000,1331689.3200,0.0000
2693,80738287.2000,48864420.0000,56358442.8000,69971778.0000,90907354.8000,22540755.6000,12692319.4800,81649216.8000,3856657.0896,57530073.6000,123081667.2000,112219380.0000,101413076.4000,0.0000,58130832.6000,4718594.9880,78074737.2000,85198294.8000,47740032.0000,22844645.2800,18319582.0800,25409826.0000,8821200.2400,4529442.7926,82770768.0000,91017.0284,16548562.8000,0.0000,97166440.8000,3410458.9200,994959.3240,19976699.1600,7797934.2600,4086095.1120,23451112.8000,15922918.8000,17266610.8800,57648.4200,92820646.8000,140029.9200,31814725.6800,38125933.2000,0.0000,23231188.8000,47320207.2000,2614332.5280,3681065.8800,26208864.0000,71962131.6000,0.0000,69345291.6000,0.0000,7906752.7200,31377787.2000,49652802.0000,0.0000,60231085.2000,0.0000,10109267.6400,593766.1836,59506502.4000,0.0000,60594440.4000,0.0000,32409158.4000,32671094.4000,59339764.8000,0.0000,119989090.8000,0.0000,120033248.4000,0.0000,347029092.0000,59692442.4000,23834001.6000,789603840.0000,599556168.0000,0.0000,547748928.0000,0.0000,799433568.0000,251379612.0000,69260709.6000,365000148.0000,584518104.0000,0.0000,585296460.0000,0.0000,78495706.8000,26283279.6000,7409835720.0000,7539701760.0000,21612744.0000,0.0000,1375555.3200,0.0000,6235519.6800,0.0000,1340788.3200,0.0000
2694,38695996.8000,31254044.4000,36871488.0000,31713883.2000,64771016.4000,5218674.0120,3844551.8520,46944846.0000,5339938.8240,31625449.2000,85726573.2000,58936953.6000,50984449.2000,0.0000,34885616.4000,3747371.5980,46642935.6000,27525576.9600,28561694.4000,14206113.3600,12596766.8400,4838679.7560,16274397.6000,462282.7838,50169470.4000,111701.6712,10791416.1600,1017.0936,53419503.6000,0.0000,6682334.4000,542221.3040,16654215.9600,0.0000,12728130.4800,8902857.6000,17513694.0000,0.0000,72909550.8000,0.0000,2196365.8392,32806980.0000,0.0000,22036681.8000,53596638.0000,0.0000,2165349.2400,20008404.0000,57640521.6000,0.0000,69782277.6000,0.0000,9563544.7200,23602748.4000,46367294.4000,0.0000,58206610.8000,0.0000,13144528.8000,239784.1308,60915783.6000,0.0000,60309565.2000,0.0000,31616607.6000,33047791.2000,60278472.0000,0.0000,120979980.0000,0.0000,121268304.0000,0.0000,349713072.0000,6186823.0200,39623803.2000,786940200.0000,530001612.0000,0.0000,459202068.0000,0.0000,627149340.0000,164977840.8000,141589728.0000,232520328.0000,439951032.0000,0.0000,442630512.0000,0.0000,78448226.4000,5362519.4712,6171940080.0000,6344550000.0000,20187306.0000,0.0000,1407593.1600,0.0000,6819138.7200,0.0000,1361538.0000,0.0000
2695,37049346.0000,26021970.0000,34567930.8000,30682648.8000,59108796.0000,4004521.1460,2703055.2840,42362355.6000,6442251.8760,29701591.2000,80182738.8000,48107066.4000,44487662.4000,0.0000,33431851.8000,6045785.0280,50757696.0000,18706398.1200,22336225.2000,15965413.5600,15334282.8000,1103728.7340,21910733.2800,6195.9636,38732888.1600,286538.2092,5033945.8800,424283.4364,50801014.8000,70561.9800,10173941.2800,65203.8473,17125138.8000,0.0000,11036343.9600,7560824.0400,16620609.6000,0.0000,74281860.0000,0.0000,1969469.3880,36014673.6000,0.0000,21018050.2800,52818879.6000,0.0000,2276288.2800,20031368.4000,58781145.6000,0.0000,67925674.8000,0.0000,9547331.0400,23266191.6000,46947524.4000,0.0000,56875024.8000,0.0000,12033856.8000,309336.8256,59562252.0000,0.0000,58556178.0000,0.0000,30848486.4000,32246269.2000,58508625.6000,0.0000,117179856.0000,0.0000,117247824.0000,0.0000,281179944.0000,11746799.7624,53611246.8000,687857220.0000,483072444.0000,0.0000,458471340.0000,0.0000,552762288.0000,93750692.4000,118940036.4000,190414908.0000,342319788.0000,0.0000,343164204.0000,0.0000,40324075.2000,15324597.7200,5851024920.0000,5979470760.0000,19240880.4000,0.0000,1365502.3200,0.0000,6937178.0400,0.0000,1382242.3200,0.0000
