day,L1,L2,L3,L4,L5,L6,L7,L8,L9,L10,L11,L12,L13,L14,L15,L16,L17,L18,L19,L20,L21,L22,L23,L24,L25,L26,L27,L28,L29,L30,L31,L32,L33,L34,L35,L36,L37,L38,L39,L40,L41,L42,L43,L44,L45,L46,L47,L48,L49,L50,L51,L52,L53,L54,L55,L56,L57,L58,L59,L60,L61,L62,L63,L64,L65,L66,L67,L68,L69,L70,L71,L72,L73,L74,L75,L76,L77,L78,L79,L80,L81,L82,L83,L84,L85,L86,L87,L88,L89,L90,L91,L92,L93,L94,L95,L96,L97,L98,L99,L100
2661,59614358.4000,31427830.8000,30840519.6000,45999650.5200,55324188.0000,7237996.9200,6128482.6800,56089879.2000,14447184.4800,43758748.8000,102736137.6000,58653687.6000,41762563.2000,82535.6214,30622075.2000,12072835.9080,76333341.6000,65837797.2000,47487582.0000,9449307.0000,41201481.6000,24168439.4400,1986604.2576,6777839.7360,60849144.0000,1126907.5140,21474003.6000,0.0000,68022817.2000,7114134.8160,15028.5869,25967174.4000,14905495.0800,326092.0054,29043046.8000,4850463.6000,22064223.6000,0.0000,69894241.2000,2072.2572,14922113.0400,21665314.8000,0.0000,32659215.1200,53637404.4000,90.6743,3759074.4600,21007252.8000,51968880.0000,0.0000,66215329.2000,0.0000,8181627.8400,21640528.8000,37013893.2000,0.0000,51178035.6000,0.0000,14386442.4000,43425.1523,50320702.8000,0.0000,50544262.8000,0.0000,27719690.4000,27283723.2000,50490331.2000,0.0000,101097777.6000,0.0000,101176462.8000,0.0000,289207260.0000,120340188.0000,79958790.0000,716367996.0000,570589812.0000,0.0000,557973504.0000,0.0000,830541168.0000,271666692.0000,51261764.4000,392663340.0000,512422164.0000,0.0000,513389016.0000,0.0000,53620711.2000,40230986.4000,6957950760.0000,7077792240.0000,30740648.4000,0.0000,1867571.2800,0.0000,8467485.1200,0.0000,1555020.7200,0.0000
2662,52603970.4000,22634024.4000,21528936.0000,44387402.4000,41332539.6000,7819593.1200,2659886.3556,54758934.0000,8368250.3716,47706631.2000,79993850.4000,43095373.2000,32966226.0000,498877.7760,16337711.8800,20271790.4400,49245872.4000,47315422.8000,43178382.0000,3697471.4400,26741026.8000,14084317.9548,663039.1575,7653702.9960,40180010.4000,1482303.5280,16291540.8000,0.0000,43405603.2000,4918223.5200,87433.2972,18664423.2000,16239845.1600,1691877.9107,19659150.0000,3312627.4800,17581546.8000,0.0000,55238976.0000,139703.9076,5769644.2200,20656015.2000,0.0000,30348488.5200,47075968.8000,145215.0972,3318933.8520,16261398.0000,45472482.0000,0.0000,63429379.2000,0.0000,7931770.2000,21778423.2000,35459614.8000,18187.5786,51441703.2000,0.0000,13673451.6000,55554.9481,51285697.2000,0.0000,52034274.0000,0.0000,28300449.6000,28260892.8000,52111951.2000,0.0000,104311753.2000,0.0000,104399823.6000,0.0000,230588712.0000,117723326.4000,93009855.6000,625413852.0000,524974536.0000,0.0000,492195744.0000,0.0000,772180452.0000,279156528.0000,48780630.0000,333771768.0000,398851416.0000,0.0000,399274164.0000,0.0000,68257584.0000,34918117.2000,6172087320.0000,6287786280.0000,27953697.6000,0.0000,1815597.0000,0.0000,8888810.4000,0.0000,1533729.9600,0.0000
2663,40953657.6000,22056408.0000,19575795.6000,28479726.0000,41075636.4000,3703038.4800,3291154.9920,41171835.6000,5380736.1480,26770820.4000,79860330.0000,41657223.6000,25363872.0000,53294.5116,18340950.9600,10125662.1120,52049901.6000,46516003.2000,40775234.4000,3859616.5200,29523751.2000,15090369.4800,2304031.8636,8576813.6604,48454344.0000,272340.7715,18028972.8000,0.0000,48171978.0000,3577027.7675,1293.9719,17680798.8000,15930767.1600,155643.5232,21178044.0000,3421134.0000,18563414.4000,0.0000,58343223.6000,0.0000,6749853.1560,19783850.4000,0.0000,29101436.6400,49276933.2000,0.0000,2878053.8400,17076060.0000,45348703.2000,0.0000,61116836.4000,0.0000,8574807.9600,19748250.0000,34983273.6000,0.0000,48335612.4000,0.0000,13055673.6000,21635.4568,48300397.2000,0.0000,48351049.2000,0.0000,26295904.8000,26206189.2000,48508963.2000,0.0000,96935875.2000,0.0000,96993972.0000,0.0000,90186228.0000,219698136.0000,206124588.0000,478806696.0000,500353128.0000,0.0000,468850644.0000,0.0000,782401320.0000,312965064.0000,13973572.1520,484034724.0000,342098244.0000,0.0000,342955224.0000,0.0000,71044516.8000,39027643.2000,5963910840.0000,6074081280.0000,27201189.6000,0.0000,1712657.5200,0.0000,8968316.4000,0.0000,1488989.1600,0.0000
2664,43146280.8000,17450092.8000,15834679.2000,34893504.0000,34101120.2400,8129008.4400,1795813.7328,41726048.4000,9592930.3212,35807511.6000,74785626.0000,35807306.4000,19411631.2800,1483601.6520,15709870.8000,21103679.8800,41882414.4000,47100362.4000,50164192.8000,2660863.8240,23478637.3200,21883751.6400,2025993.4920,6614224.8516,45821250.0000,1536672.8880,17769394.8000,0.0000,41499601.2000,2741272.2720,172737.7924,14887494.0000,12440602.5120,3268882.1160,15262807.1760,4116975.8400,16177833.3600,0.0000,52537165.2000,938439.1800,4200165.1440,20837494.8000,0.0000,30197259.7200,41506632.0000,438175.6250,2343355.2644,17316828.0000,37880092.8000,116735.6916,53981355.6000,0.0000,6899322.6000,18900162.0000,27552916.8000,660794.6520,41921110.8000,0.0000,12651670.8000,57034.8090,40149892.8000,0.0000,41101567.2000,0.0000,23130568.8000,22113334.8000,41406012.0000,0.0000,82555221.6000,0.0000,82586210.4000,0.0000,91742990.4000,253956312.0000,207185724.0000,495372276.0000,533550780.0000,0.0000,446064840.0000,0.0000,718972452.0000,272399832.0000,6127074.9360,491802408.0000,323979120.0000,0.0000,329576832.0000,5365165.0824,108221709.6000,20415812.4000,6035565240.0000,6125060160.0000,28430629.2000,0.0000,1613759.7600,0.0000,8645786.6400,0.0000,1509570.3600,0.0000
2665,45134992.8000,16150837.3200,12813422.7600,39108751.2000,22854732.4800,10358227.0800,1032297.1650,37795802.4000,16655292.3600,42057356.4000,76766731.2000,32407142.4000,7576657.7040,7873708.8960,16508509.2000,40653993.6000,43308907.2000,50175475.2000,57891942.0000,4660880.0400,28236265.2000,25472667.6000,998873.3160,8948673.2520,38758046.4000,8173389.2760,17868700.8000,0.0000,34500751.5600,7055368.9200,60929.8837,20702296.8000,8526760.9200,2297955.4560,18225786.6000,2950771.3200,16276021.2000,0.0000,42672783.6000,4206743.3300,5850100.2740,16570593.3600,0.0000,29984857.5600,37264064.4000,255757.9716,1914855.6600,15588374.4000,27806464.8000,1587960.0844,48317965.2000,0.0000,5970409.9200,16131121.2000,19447775.6400,1831349.3400,35490614.4000,0.0000,13530034.8000,34102.2413,32060836.8000,78268.6332,33784840.8000,0.0000,19965830.4000,17976820.6800,34319275.2000,0.0000,68225904.0000,0.0000,68306468.4000,0.0000,51863799.6000,352463508.0000,205153416.0000,430276284.0000,595360836.0000,0.0000,549890496.0000,0.0000,771992532.0000,221234292.0000,1958572.9800,649603872.0000,348631632.0000,0.0000,365953248.0000,16431811.2000,77171619.6000,31023540.0000,6736331160.0000,6820000200.0000,28207616.4000,0.0000,1540194.1200,0.0000,8450326.4400,0.0000,1521389.1600,0.0000
2666,28604988.0000,19201489.2000,19327744.8000,30221553.6000,17541235.4400,13485325.6080,3844616.0893,21904142.4000,31790973.6000,43914517.2000,71078313.6000,36576658.8000,1679166.6840,25429512.9600,19025125.2000,57385742.4000,46477004.4000,61789309.2000,59217948.0000,11378136.9600,32026309.2000,32423968.8000,359018.2908,16569998.2800,30067363.0800,22389923.5200,18410684.4000,0.0000,24932150.2800,25346520.0000,0.0000,28608660.0000,5758947.7992,7873704.0360,21223587.9600,1684261.6920,12322275.1200,342118.8900,22916618.6400,18298541.1600,15997471.2000,14520422.5200,0.0000,28473698.5200,21094775.9136,5257688.5908,2785460.9040,9210517.9200,11634692.5800,14337354.0960,26430986.5200,5548218.9480,5365275.4800,10828867.3200,5860308.7440,14708238.5160,15258201.4800,4954074.3000,10700013.9600,183233.4840,11917183.0558,10382369.2344,13062306.1068,7139626.2720,13634854.5600,9194879.8800,13462177.9320,7427408.2920,26455078.8360,14431647.0636,26612042.5080,14517061.8480,103367581.2000,261553320.0000,177130152.0000,690735240.0000,685598040.0000,0.0000,647582328.0000,0.0000,881028936.0000,232337916.0000,14065652.5452,606785400.0000,436489056.0000,0.0000,440361216.0000,2930987.7720,76804711.2000,37966269.6000,8220918960.0000,8251425000.0000,27236084.4000,0.0000,1457915.4000,0.0000,7856740.8000,0.0000,1500668.6400,0.0000
2667,39648186.0000,11017316.1600,11864389.3200,32280548.4000,26390325.6000,5506233.5736,3466979.1000,34715422.8000,13481426.1600,26594658.0000,93697480.8000,19464602.4000,3335163.5696,20173483.9984,12744545.4000,36583923.6000,62624325.6000,26328250.8000,49807584.0000,7229281.0140,47306988.0000,7134341.4000,2905604.8232,4162431.4560,30814549.2000,8181957.5280,17724236.4000,0.0000,38789834.4000,10151501.4000,0.0000,21210372.0000,24769108.8000,0.0000,35630370.0000,1440310.4640,21604132.8000,0.0000,52736616.0000,582315.7716,6477927.3360,15622774.2000,0.0000,28180536.8400,54740336.4000,0.0000,6149084.0400,13762663.2000,45998456.4000,1636.3332,66793856.4000,0.0000,9594281.8800,20870614.8000,35917527.6000,19027.7640,52356808.8000,0.0000,14908744.8000,64964.7684,51304093.2000,808.4988,52207815.6000,0.0000,28789639.2000,28280253.6000,52240330.8000,0.0000,104787140.4000,0.0000,105033600.0000,0.0000,164496564.0000,202421268.0000,142977758.4000,654887664.0000,659016324.0000,0.0000,596481588.0000,0.0000,759972384.0000,161188488.0000,27045706.3200,509529276.0000,449319492.0000,0.0000,451659600.0000,49383.1080,100487397.6000,36111747.6000,7929225360.0000,8076822120.0000,26339882.4000,0.0000,1435276.8000,0.0000,7434519.4800,0.0000,1476427.3200,0.0000
2668,62327635.2000,13569764.7600,16609582.8000,51063508.8000,50114430.0000,5390423.8200,3863847.9420,70234441.2000,388327.7639,48336256.8000,91109520.0000,24558937.2000,37927206.0000,11077.2954,9303247.0800,12371465.8800,55882764.0000,20282853.9600,37653019.2000,39292.7796,34425745.2000,995454.6840,7269934.3920,950838.9505,39855963.6000,294449.5080,11691784.8000,0.0000,49431632.4000,1702136.2752,1620856.8360,9775343.5200,24876079.2000,0.0000,24470024.4000,2457696.2400,20284912.8000,0.0000,73809432.0000,0.0000,5939237.2644,27562111.2000,0.0000,26772347.1600,59757760.8000,0.0000,4234387.3200,17515231.2000,62888860.8000,0.0000,77266350.0000,0.0000,10111124.5200,26216859.6000,48774110.4000,0.0000,63736560.0000,0.0000,14474077.2000,301480.8624,63814568.4000,0.0000,64253757.6000,0.0000,35030361.6000,35262597.6000,63929109.6000,0.0000,128347920.0000,0.0000,128457324.0000,0.0000,219103020.0000,101434496.4000,52139476.8000,616232844.0000,576664092.0000,0.0000,494698248.0000,0.0000,777241944.0000,281680560.0000,53839472.4000,275170320.0000,341133192.0000,0.0000,342180144.0000,0.0000,105417396.0000,22707702.0000,5981100840.0000,6127548840.0000,24839697.6000,0.0000,1412395.2000,0.0000,7093529.2800,0.0000,1419428.1600,0.0000
2669,71197585.2000,17355466.8000,28522137.6000,74079788.4000,72552830.4000,23055076.8000,5084107.9200,87426478.8000,765314.6177,61933359.6000,83612858.4000,44996551.2000,74409768.0000,0.0000,29467180.8000,7796945.5200,41900032.8000,17053214.7600,35875821.6000,15845832.1764,18521190.0000,7911698.6448,18945287.2800,718919.0316,47402629.2000,49564.6020,6819881.7600,2056521.8880,65018667.6000,0.0000,5192954.6400,2876663.8800,17430231.6000,0.0000,10737563.7600,10920704.4000,16997943.6000,0.0000,83801635.2000,0.0000,5812684.5240,38390511.6000,0.0000,26019542.1600,55566216.0000,0.0000,2932194.2400,22511790.0000,67458193.2000,0.0000,76848548.4000,0.0000,8532758.5200,27968392.8000,51165496.8000,0.0000,65597666.4000,0.0000,12644668.8000,451254.3120,64858035.6000,0.0000,66066274.8000,0.0000,36089182.8000,36150026.4000,65330985.6000,0.0000,131607540.0000,0.0000,131755212.0000,0.0000,212767704.0000,45305470.8000,61190449.2000,600559524.0000,506200176.0000,0.0000,445500288.0000,0.0000,585703116.0000,138535070.4000,82214312.4000,177720768.0000,265814928.0000,0.0000,268131312.0000,941219.2800,70841055.6000,8951696.9640,4896808920.0000,5055387480.0000,23880096.0000,0.0000,1336106.8800,0.0000,7164457.5600,0.0000,1350230.4000,0.0000
2670,72504468.0000,22545334.8000,47958850.8000,79702203.6000,92954646.0000,42126206.4000,11504936.1600,80891992.8000,4714388.5680,56783599.2000,84590953.2000,83385460.8000,112501735.2000,0.0000,72882493.2000,5947855.5600,38994158.7360,22590284.1977,46415732.4000,53930174.4000,23130417.6000,32461436.5200,30728948.4000,155864.4408,66979483.2000,2582779.6800,6731605.0800,11955468.2400,92065064.4000,1789543.6200,16264987.5600,1580364.8640,10388751.9959,1535126.5800,7514971.5240,28921996.8000,12926672.8560,455685.5520,101280351.6000,924278.0400,11462492.8800,52839604.8000,0.0000,24385295.8800,49959932.4000,0.0000,2286510.3108,29441858.4000,75440178.0000,0.0000,73046192.4000,0.0000,8265617.6400,29721999.6000,55861502.4000,0.0000,65027120.4000,0.0000,9520998.4800,768738.6000,65403090.0000,0.0000,65938233.6000,0.0000,35641119.6000,36386046.0000,64833667.2000,0.0000,130761367.2000,0.0000,130748641.2000,0.0000,38042467.9200,175403174.4000,110960910.0000,315924480.0000,473156784.0000,0.0000,448064928.0000,0.0000,667538100.0000,219853908.0000,35066365.0092,270789372.0000,124824452.4000,26179587.0000,193817808.0000,94996616.4000,43775013.6000,18784952.2800,5136324480.0000,5267150640.0000,22810186.8000,0.0000,1270163.5200,0.0000,7747370.6400,0.0000,1375637.7600,0.0000
2671,20392901.7876,44281825.2000,50971294.8000,27304420.3200,54970030.8000,19872770.0400,12844627.2000,28948725.0000,13159031.7600,25442866.0800,45813114.0000,112055389.2000,75692268.0000,0.0000,62530783.2000,2139523.9560,7311018.5928,43388237.1600,28061186.4000,59117248.8000,10970454.9600,55604252.1600,12301557.9120,3961983.2436,35023639.6800,7083995.5080,1817135.4640,13522114.8000,45248841.3600,10726852.6800,12348417.6000,345014.1101,2658665.3580,18167125.6188,1248213.7044,42141322.8000,2697358.2912,10454612.9400,51579000.0000,15822769.7520,5504028.9430,40283467.2000,0.0000,23636392.5600,14612770.4400,22266673.9200,1895984.4348,17539653.6000,29107611.0180,9303625.8000,22990741.9632,25095841.9200,8929445.7600,14610405.2400,21126474.3960,7320091.6332,21931865.6400,17114871.2400,2646230.8572,9743375.1240,22383901.0368,15915928.6800,22490827.5600,15519998.1600,19477162.4400,21932984.1600,22162463.6400,18486336.9600,44475014.8800,34138159.2000,44312457.2400,34202008.8000,0.0000,306716184.0000,201790260.0000,311322312.0000,422488260.0000,0.0000,336318516.0000,0.0000,485730072.0000,151582946.4000,97391358.0720,260343360.0000,10198649.9088,158474289.6000,65944141.2000,216408110.4000,90398185.2000,5944279.3308,4618712520.0000,4588867080.0000,22714383.6000,0.0000,1180131.4800,0.0000,8359369.5600,0.0000,1460206.0800,0.0000
2672,4517642.1600,39504870.0000,40754430.0000,16999335.0000,22803789.6000,6631075.8000,9035756.2800,10921255.2000,11413134.7200,9661740.2640,29781619.2000,100100498.4000,42882562.8000,0.0000,39742488.0000,113849.6389,31826.2590,58020955.2000,19548374.4000,37140364.8000,280979.4060,61351459.2000,3757400.5277,4038616.7136,21603845.5200,3290751.7452,2707128.6480,8134599.9600,25532924.4000,11168068.3200,5990557.6800,727764.6668,0.0000,27280072.8000,12937.9406,40668966.0000,0.0000,14762392.9200,32853974.4000,18148471.2000,3739993.5240,32032123.2000,0.0000,25180385.4000,0.0000,31967798.4000,636844.7448,11788927.2000,10723317.7320,8958424.3200,16880.3640,32499889.2000,6317322.8400,6965046.7200,5750193.8160,6158184.1920,0.0000,17783947.0800,264590.2980,15570655.2000,444105.7560,16945306.9200,0.0000,14533632.7200,7015741.5600,10565236.8000,0.0000,20424700.8000,0.0000,35145122.4000,0.0000,35302262.4000,29258685.8280,228071268.0000,130742668.8000,491003388.0000,520770096.0000,0.0000,432156600.0000,0.0000,543967776.0000,113422068.0000,15608600.8200,402359508.0000,184954863.6000,443521.5120,190383242.4000,7568288.7516,98197635.6000,10946514.0240,4909852080.0000,4843497600.0000,24449691.6000,0.0000,1098480.9600,0.0000,8872992.0000,0.0000,1479897.0000,0.0000
2673,9583454.1600,38913894.0000,40635158.4000,22455118.7186,21857410.4400,15425869.3920,15037052.0400,13994912.8800,12324964.6800,10581119.3028,28008532.8000,97512444.0000,39935548.4400,4323168.0000,32232410.9280,2605036.7189,3506895.0000,76114879.2000,22203450.8676,26821324.8000,48555.3240,72737730.0000,4636390.3920,9973436.5116,24539151.6000,5559663.5820,4228444.0800,6891264.3600,23063033.8080,15225152.2920,5268307.3200,3925296.0000,0.0000,33145106.4000,150526.5408,44971826.4000,92829.8880,18138476.8800,25830303.4800,25548458.1480,6750353.1600,30133904.4000,0.0000,26735873.7600,154158.1200,42648301.8000,1810865.2896,12983284.8000,5885821.8360,21477056.8320,16285.1400,50941004.4000,13360594.6800,8696448.3924,2492151.7284,19049702.1840,0.0000,37357923.6000,639931.2840,16541312.4000,148880.8404,35835760.8000,385.7940,34318493.6400,16361345.5200,20421747.3600,0.0000,41002300.8000,0.0000,75767126.4000,30847.4640,76082976.0000,161386779.6000,139473072.0000,48442078.8000,673415568.0000,522914184.0000,0.0000,472665708.0000,0.0000,720863316.0000,250478748.0000,52068610.8000,339773148.0000,304937820.0000,0.0000,303199920.0000,644061.6000,68112518.4000,19689946.9200,5273013240.0000,5154630480.0000,26564274.0000,0.0000,1170997.5600,0.0000,8742549.6000,0.0000,1386515.5200,0.0000
2674,9519488.2188,62881956.0000,36764510.4000,21152914.5600,8860281.3000,55181592.0000,43008717.6000,7327673.6400,36583016.4000,7096688.8560,22362866.6400,101583896.4000,104141.1600,42475334.4000,10559171.5848,32874452.4600,20049854.5548,93524038.9200,6925006.4400,23635414.8000,1914578.2800,72676280.8800,7121513.2320,15524082.9180,6097775.1048,51217101.1080,632281.2973,6136085.5200,6202045.2960,57118468.6800,5279106.4168,6196911.5234,1018096.5600,35947479.2400,1696701.4200,44769410.2800,752510.5200,22534470.3600,7111610.6580,52291990.0800,3842299.5012,32225508.0000,0.0000,29765999.8800,2047203.0000,56820457.0800,8755449.2352,11208123.3600,1583782.2000,48924850.6800,0.0000,64036191.6000,21263263.2000,11245947.2280,177794.6184,35267172.1200,0.0000,49451860.8000,947610.3096,14595764.4000,9015.1920,47138860.0800,71264.1600,44472389.0760,20895170.7600,25578187.2000,13372.5960,51329583.0000,55713.9600,95703427.8000,162606.6000,95795454.6000,78646478.4000,212335200.0000,78814929.6000,551979072.0000,510478128.0000,0.0000,489628800.0000,0.0000,807239052.0000,318216168.0000,173131927.2000,324961056.0000,75536484.5160,58369514.4000,197416476.0000,180878184.0000,50058093.6000,29612239.2000,5418800640.0000,5312787840.0000,28186210.8000,0.0000,1315148.7600,0.0000,7349979.2400,0.0000,1332945.3600,0.0000
2675,54251532.0000,38683195.2000,35912710.8000,47971054.8000,30154953.6000,17332251.5700,18030331.4400,43781018.4000,19543536.0000,40122264.6000,66947896.8000,82357678.8000,42569164.8000,0.0000,35521520.4000,16218950.7600,61001991.7200,91897992.0000,24963688.0800,11277356.0400,15266136.2400,51259752.0000,7417015.6212,4208108.2668,41038034.6160,10467812.2680,11182130.2800,1516466.9880,62972295.8400,8159939.1360,0.0000,34738516.8000,158648.5440,21287916.0000,11005957.6200,17378190.0000,5028475.9608,3742125.0840,40154243.4000,5728697.4996,30778941.6000,20523063.6000,0.0000,27684203.7600,12545550.0000,17546061.3840,1779189.1920,17848282.3200,20236814.4960,4693142.9388,26450290.3680,7246806.0840,6403806.7200,32223315.6000,2524147.4693,15732478.0800,12998808.0720,5798564.1648,12146999.4000,853968.1320,8279531.3880,11342476.2600,10784242.0800,7092325.7748,12202536.9600,8793972.3600,10319590.4760,10138530.6000,21145237.9200,17212541.0400,21333763.4400,17347544.2800,134839774.8000,142970256.0000,79627518.0000,534781476.0000,468691560.0000,0.0000,479830032.0000,0.0000,668348964.0000,187591190.4000,140280492.6000,226643256.0000,102096879.1200,22220555.0400,164524496.4000,83653639.2000,32964397.2000,43399623.6000,5422651200.0000,5443400520.0000,26773873.2000,0.0000,1410405.4800,0.0000,6592130.6400,0.0000,1282852.4400,0.0000
2676,56184688.8000,26825428.8000,26784360.0000,48404725.2000,43960834.8000,10738191.2400,4637907.5580,55388419.2000,13744968.8400,54897116.4000,85476513.6000,52620210.0000,35046682.9200,1485775.6560,22253166.0000,28875607.5600,58638898.8000,62739342.0000,45271602.0000,6480083.8800,28317754.8000,29388200.4000,3244235.4612,5246789.0364,40468107.6000,7639115.9580,16262276.4000,0.0000,49614055.2000,10050950.1600,0.0000,24787602.0000,4701068.4492,5234621.5080,21045630.9600,5017582.4400,13580137.0800,0.0000,43780100.4000,2567785.9680,15272449.5600,14390292.9600,0.0000,24164278.5600,29709976.6800,1415015.1720,1486935.4386,16603308.0000,27442873.8000,1412690.2200,39407079.6000,90919.2240,4495125.7800,15518808.0000,16268571.3816,1556092.8360,28211457.9600,0.0000,11149818.4800,151756.3800,26146901.1600,657063.3600,26721864.3456,190143.6336,16026275.5200,14411921.0400,27179008.7400,155262.9600,53991322.4520,453042.8640,54129817.9332,582464.5200,139216582.8000,161442072.0000,74567664.0000,520194996.0000,521915940.0000,0.0000,471906684.0000,0.0000,678119688.0000,205838856.0000,20050305.4800,409423932.0000,367878672.0000,0.0000,370982484.0000,2698017.0480,72679539.6000,22416166.8000,5842006920.0000,5902143840.0000,22683924.0000,0.0000,1472749.2000,0.0000,6921434.8800,0.0000,1241662.6800,0.0000
2677,42549280.5600,16129392.3396,24048367.2000,22932862.5600,44262133.2000,834460.0848,7023652.2000,27998736.8400,22319334.0000,21909156.3000,127220194.8000,20151163.9440,3374324.2440,25618075.2000,14229650.0880,30224437.5600,89039077.2000,26623637.2440,58006764.0000,7759131.1200,63037360.8000,12805127.0280,16322014.0440,2996344.4400,42245370.0000,6204958.5708,16683811.2000,0.0000,41394938.4000,5927025.6000,5337046.4944,11065316.9400,28553445.7200,258917.1934,39322450.8000,1525977.2498,24509458.8000,0.0000,60099184.8000,3809458.3680,9510692.1840,20112316.9200,23373.4644,21141315.4932,60640812.0000,31093.0920,5360025.2400,15145531.2000,41589673.2000,202795.4988,59423587.2000,0.0000,14725508.7600,17663522.4000,30915345.6000,86679.4234,39773494.8000,0.0000,16524723.6000,23273.9280,42380594.6400,32028.9480,38509796.1600,0.0000,21193909.2000,21502179.0000,39983513.7600,0.0000,77788717.2000,6588.3960,77289735.6000,0.0000,168777594.0000,120201552.0000,63287280.0000,583483428.0000,541072836.0000,0.0000,525965292.0000,0.0000,705032784.0000,184583484.0000,54413686.8000,277945812.0000,269736537.6000,6130252.6560,282438468.0000,23037829.7400,52080091.2000,40978281.6000,6090477480.0000,6082100280.0000,20477574.0000,0.0000,1716225.4800,0.0000,7545401.2800,0.0000,1320008.0400,0.0000
2678,80319492.0000,117412482.9600,131283518.4000,97244503.2000,66917559.6000,68046031.0800,81787496.4000,55029949.2000,48382096.3200,21473505.0000,240149124.0000,104585810.4000,0.0000,177594375.6000,4573035.2988,158487199.2000,219656052.0000,116121438.0000,78992269.2000,47629290.6000,104587611.1200,20066407.9200,32645023.7400,12198303.0792,2502598.5432,124996831.2000,9859264.2360,12354807.6000,8798407.2000,153799945.2000,49423788.0000,601112.8800,52538118.4800,4817285.0640,56923524.0000,21081256.5960,19462368.0348,6945143.0400,29049488.2800,70940860.5600,42113437.2000,118751601.6000,1402188.7140,25467044.8680,70340474.5560,12824298.7200,16442267.4000,11521934.6400,13816809.6120,46055590.2000,37417248.4680,10003641.1200,50434632.0000,16460958.6000,20364709.4280,12223029.7620,15435010.9080,11408150.6640,29537992.3680,3770647.9560,43820587.8360,6295752.7805,25472620.1160,8466527.0916,13751109.7200,26144780.4000,33365243.8800,7402590.8640,58579891.9200,15768037.0800,58638358.8000,16023528.0000,543605.3640,881948124.0000,618217740.0000,111937680.3600,411971832.0000,0.0000,363993228.0000,0.0000,786931056.0000,426210012.0000,237276288.0000,249258164.4000,0.0000,876504852.0000,29431830.9240,909946728.0000,65286216.0000,19919208.9600,5952753000.0000,5931666000.0000,21276990.0000,0.0000,2123526.6000,0.0000,7393191.1200,0.0000,1414558.0800,0.0000
2679,18016496.2800,75331558.4400,75038983.2000,45388789.2000,27475300.8000,67616911.4400,67784601.6000,15493948.9200,58733499.6000,6950062.6560,73453518.0000,94433789.1600,0.0000,95115650.4000,7778933.0280,59328495.5328,34690916.5200,68187825.3600,35311316.4000,34909453.0800,15140416.3920,44708947.4160,6575895.8280,19594118.1600,6787392.9120,65646663.2244,2915195.7960,4136059.0800,3463654.2480,80980042.6800,5820269.5440,8482813.4088,4349161.4400,25614072.9360,11413315.8000,25324383.6000,1719875.1600,18246004.3440,5852241.3816,71263600.5600,17427317.7600,33059368.8000,0.0000,24194758.6800,4331367.0000,52898804.2800,14337477.3600,7526075.7600,2130923.0520,67404862.8000,426188.5200,79414791.4800,32951635.2000,7996561.7796,1446332.0400,49124492.4636,107217.7200,68451393.2400,1472917.1760,15241079.8800,750351.9240,66263647.1760,325749.2400,64981261.0800,31175084.5200,35909294.4000,239585.4000,71775827.2800,517698.0000,136901397.2400,724061.4480,137146240.0800,0.0000,1058950008.0000,649098072.0000,4048225.2000,279932184.0000,0.0000,145016380.8000,0.0000,333552747.6000,187741962.0000,50722256.5200,556931304.0000,0.0000,549167292.0000,0.0000,546784020.0000,143446899.6000,7633560.9600,5913246240.0000,5802718320.0000,23246568.0000,0.0000,1785844.4400,0.0000,7099118.6400,0.0000,1387928.1600,0.0000
2680,41427104.4000,46579821.8400,38733544.8000,42237388.8000,20055733.9200,43203262.3200,33721830.0000,18902173.6800,37966529.1600,15309075.6360,100514034.0000,72916649.6400,0.0000,58911958.8000,9726919.0524,45970729.2000,97812147.6000,58974724.3320,20356592.4000,32123845.2600,52031119.3200,14702667.1560,13579633.4328,11520033.8652,11280199.7736,58714751.5200,2956109.7960,4963415.1588,10135242.6120,68335866.9000,17288236.6704,390869.6616,26414278.1280,916826.0040,23717945.8800,13209323.6880,9998244.7128,4367111.4000,22814149.2264,30120839.7120,7636511.8080,52010028.0000,5694.8076,25259455.1160,37629871.2000,7309917.6480,8971719.8400,7204516.2000,17352155.9160,20654319.8880,25701305.0400,6230817.5645,22038328.8000,9475759.1160,18969845.0400,6695575.9200,18513987.4296,7595420.2751,11485134.5760,1704556.3608,30096083.4120,6129641.4624,23898439.4796,6802513.3080,13616462.1600,19239210.3600,26203457.8080,7134659.3052,50294950.5600,13946475.7296,50488619.0400,14066092.5840,0.0000,797028588.0000,507117960.0000,15254650.6560,341412876.0000,0.0000,154226916.0000,0.0000,271935828.0000,117303249.6000,4051327.3200,351447696.0000,0.0000,450206856.0000,0.0000,450620712.0000,187410168.0000,110638.6200,5358366360.0000,5393649600.0000,22963888.8000,0.0000,1857547.0800,0.0000,8040624.4800,0.0000,1277394.8400,0.0000
